'0:01.008',113.591
'0:01.012',113.074
'0:01.016',112.386
'0:01.020',111.870
'0:01.024',111.181
'0:01.028',110.837
'0:01.032',109.976
'0:01.036',109.460
'0:01.040',108.772
'0:01.044',108.427
'0:01.048',107.567
'0:01.052',106.878
'0:01.056',106.362
'0:01.060',105.674
'0:01.064',105.157
'0:01.068',104.469
'0:01.072',103.953
'0:01.076',103.264
'0:01.080',102.920
'0:01.084',101.887
'0:01.088',101.543
'0:01.092',100.855
'0:01.096',100.338
'0:01.100',99.994
'0:01.104',99.478
'0:01.108',99.134
'0:01.112',98.789
'0:01.116',98.101
'0:01.120',97.413
'0:01.124',97.240
'0:01.128',96.896
'0:01.132',96.552
'0:01.136',96.036
'0:01.140',95.519
'0:01.144',95.347
'0:01.148',94.659
'0:01.152',94.315
'0:01.156',94.143
'0:01.160',93.454
'0:01.164',93.110
'0:01.168',93.110
'0:01.172',92.594
'0:01.176',92.077
'0:01.180',91.905
'0:01.184',91.905
'0:01.188',91.733
'0:01.192',91.389
'0:01.196',91.045
'0:01.200',90.872
'0:01.204',91.045
'0:01.208',90.700
'0:01.212',90.528
'0:01.216',90.184
'0:01.220',90.012
'0:01.224',89.840
'0:01.228',89.840
'0:01.232',89.840
'0:01.236',89.668
'0:01.240',89.324
'0:01.244',89.151
'0:01.248',88.979
'0:01.252',88.807
'0:01.256',89.151
'0:01.260',88.463
'0:01.264',88.463
'0:01.268',88.291
'0:01.272',88.119
'0:01.276',87.775
'0:01.280',87.775
'0:01.284',87.775
'0:01.288',87.602
'0:01.292',87.086
'0:01.296',87.086
'0:01.300',87.086
'0:01.304',86.742
'0:01.308',86.742
'0:01.312',86.570
'0:01.316',86.398
'0:01.320',86.398
'0:01.324',86.398
'0:01.328',86.398
'0:01.332',86.053
'0:01.336',85.709
'0:01.340',85.881
'0:01.344',85.537
'0:01.348',85.365
'0:01.352',85.193
'0:01.356',85.193
'0:01.360',85.021
'0:01.364',85.021
'0:01.368',84.849
'0:01.372',84.677
'0:01.376',84.677
'0:01.380',84.332
'0:01.384',84.332
'0:01.388',84.160
'0:01.392',83.988
'0:01.396',83.816
'0:01.400',83.644
'0:01.404',83.644
'0:01.408',83.644
'0:01.412',83.128
'0:01.416',82.956
'0:01.420',82.783
'0:01.424',82.439
'0:01.428',82.095
'0:01.432',81.923
'0:01.436',81.579
'0:01.440',81.407
'0:01.444',80.890
'0:01.448',80.546
'0:01.452',80.374
'0:01.456',80.030
'0:01.460',79.513
'0:01.464',79.341
'0:01.468',78.997
'0:01.472',78.653
'0:01.476',78.825
'0:01.480',78.825
'0:01.484',78.825
'0:01.488',78.825
'0:01.492',79.341
'0:01.496',80.202
'0:01.500',81.407
'0:01.504',82.956
'0:01.508',85.193
'0:01.512',87.775
'0:01.516',90.872
'0:01.520',93.970
'0:01.524',98.101
'0:01.528',102.232
'0:01.532',106.534
'0:01.536',111.181
'0:01.540',116.516
'0:01.544',121.852
'0:01.548',127.187
'0:01.552',132.350
'0:01.556',137.513
'0:01.560',142.332
'0:01.564',147.324
'0:01.568',152.143
'0:01.572',156.273
'0:01.576',159.543
'0:01.580',162.985
'0:01.584',165.911
'0:01.588',167.804
'0:01.592',169.525
'0:01.596',170.386
'0:01.600',171.074
'0:01.604',171.074
'0:01.608',170.386
'0:01.612',169.870
'0:01.616',168.493
'0:01.620',166.944
'0:01.624',165.739
'0:01.628',163.846
'0:01.632',162.125
'0:01.636',160.404
'0:01.640',158.683
'0:01.644',156.789
'0:01.648',155.413
'0:01.652',153.175
'0:01.656',151.798
'0:01.660',150.249
'0:01.664',148.873
'0:01.668',147.668
'0:01.672',146.291
'0:01.676',145.086
'0:01.680',144.226
'0:01.684',143.193
'0:01.688',142.160
'0:01.692',141.472
'0:01.696',140.956
'0:01.700',140.095
'0:01.704',139.407
'0:01.708',139.062
'0:01.712',138.374
'0:01.716',137.858
'0:01.720',137.686
'0:01.724',136.825
'0:01.728',136.653
'0:01.732',135.792
'0:01.736',134.932
'0:01.740',134.588
'0:01.744',133.555
'0:01.748',133.039
'0:01.752',131.834
'0:01.756',130.629
'0:01.760',129.080
'0:01.764',128.220
'0:01.768',126.671
'0:01.772',124.950
'0:01.776',122.884
'0:01.780',121.508
'0:01.784',119.959
'0:01.788',118.582
'0:01.792',117.033
'0:01.796',115.484
'0:01.800',114.279
'0:01.804',113.418
'0:01.808',112.386
'0:01.812',111.353
'0:01.816',110.837
'0:01.820',110.321
'0:01.824',109.804
'0:01.828',109.804
'0:01.832',109.632
'0:01.836',109.804
'0:01.840',109.804
'0:01.844',110.148
'0:01.848',110.665
'0:01.852',111.181
'0:01.856',111.181
'0:01.860',111.697
'0:01.864',112.214
'0:01.868',112.558
'0:01.872',113.246
'0:01.876',113.246
'0:01.880',113.763
'0:01.884',113.935
'0:01.888',113.935
'0:01.892',114.451
'0:01.896',114.279
'0:01.900',114.107
'0:01.904',114.107
'0:01.908',114.279
'0:01.912',114.279
'0:01.916',113.763
'0:01.920',113.246
'0:01.924',112.902
'0:01.928',112.730
'0:01.932',112.386
'0:01.936',111.697
'0:01.940',111.181
'0:01.944',110.493
'0:01.948',109.976
'0:01.952',109.288
'0:01.956',109.116
'0:01.960',108.083
'0:01.964',107.739
'0:01.968',106.878
'0:01.972',106.362
'0:01.976',105.674
'0:01.980',104.985
'0:01.984',104.641
'0:01.988',104.125
'0:01.992',103.781
'0:01.996',103.264
'0:02.000',102.748
'0:02.004',101.543
'0:02.008',101.371
'0:02.012',100.683
'0:02.016',100.166
'0:02.020',99.650
'0:02.024',99.478
'0:02.028',98.789
'0:02.032',98.101
'0:02.036',98.101
'0:02.040',97.413
'0:02.044',97.240
'0:02.048',96.724
'0:02.052',96.380
'0:02.056',95.864
'0:02.060',94.831
'0:02.064',94.831
'0:02.068',94.487
'0:02.072',94.143
'0:02.076',93.454
'0:02.080',93.282
'0:02.084',93.110
'0:02.088',92.594
'0:02.092',92.421
'0:02.096',91.905
'0:02.100',91.217
'0:02.104',91.389
'0:02.108',90.700
'0:02.112',90.700
'0:02.116',90.528
'0:02.120',90.012
'0:02.124',89.840
'0:02.128',89.840
'0:02.132',89.496
'0:02.136',89.151
'0:02.140',89.151
'0:02.144',88.979
'0:02.148',88.807
'0:02.152',88.463
'0:02.156',88.463
'0:02.160',88.119
'0:02.164',88.291
'0:02.168',88.291
'0:02.172',87.947
'0:02.176',87.602
'0:02.180',87.775
'0:02.184',87.775
'0:02.188',87.775
'0:02.192',87.602
'0:02.196',87.602
'0:02.200',87.258
'0:02.204',87.086
'0:02.208',87.086
'0:02.212',86.914
'0:02.216',86.914
'0:02.220',87.086
'0:02.224',86.914
'0:02.228',86.742
'0:02.232',86.398
'0:02.236',86.570
'0:02.240',86.398
'0:02.244',85.881
'0:02.248',86.053
'0:02.252',86.053
'0:02.256',85.709
'0:02.260',85.537
'0:02.264',85.537
'0:02.268',85.365
'0:02.272',85.193
'0:02.276',85.021
'0:02.280',85.021
'0:02.284',84.160
'0:02.288',83.816
'0:02.292',83.472
'0:02.296',83.472
'0:02.300',82.956
'0:02.304',82.783
'0:02.308',82.439
'0:02.312',82.095
'0:02.316',81.579
'0:02.320',81.234
'0:02.324',81.234
'0:02.328',80.890
'0:02.332',80.202
'0:02.336',80.374
'0:02.340',80.374
'0:02.344',79.686
'0:02.348',79.686
'0:02.352',79.686
'0:02.356',80.202
'0:02.360',80.030
'0:02.364',81.062
'0:02.368',82.267
'0:02.372',83.644
'0:02.376',85.537
'0:02.380',88.119
'0:02.384',90.528
'0:02.388',93.798
'0:02.392',97.585
'0:02.396',101.027
'0:02.400',105.157
'0:02.404',109.804
'0:02.408',114.623
'0:02.412',119.442
'0:02.416',124.261
'0:02.420',129.252
'0:02.424',133.899
'0:02.428',138.890
'0:02.432',143.537
'0:02.436',147.668
'0:02.440',151.454
'0:02.444',154.896
'0:02.448',157.822
'0:02.452',160.576
'0:02.456',162.813
'0:02.460',164.190
'0:02.464',165.567
'0:02.468',165.911
'0:02.472',166.255
'0:02.476',165.567
'0:02.480',165.223
'0:02.484',164.190
'0:02.488',162.813
'0:02.492',161.436
'0:02.496',160.059
'0:02.500',157.994
'0:02.504',156.617
'0:02.508',154.552
'0:02.512',153.175
'0:02.516',151.454
'0:02.520',149.905
'0:02.524',148.700
'0:02.528',146.979
'0:02.532',145.775
'0:02.536',144.570
'0:02.540',143.193
'0:02.544',142.160
'0:02.548',141.128
'0:02.552',140.267
'0:02.556',139.407
'0:02.560',138.718
'0:02.564',138.030
'0:02.568',137.169
'0:02.572',136.653
'0:02.576',136.137
'0:02.580',135.965
'0:02.584',134.932
'0:02.588',134.588
'0:02.592',133.899
'0:02.596',133.555
'0:02.600',132.867
'0:02.604',132.350
'0:02.608',132.178
'0:02.612',130.973
'0:02.616',130.285
'0:02.620',129.424
'0:02.624',128.564
'0:02.628',127.187
'0:02.632',125.810
'0:02.636',124.778
'0:02.640',123.056
'0:02.644',121.163
'0:02.648',119.786
'0:02.652',118.065
'0:02.656',116.689
'0:02.660',114.623
'0:02.664',113.246
'0:02.668',112.042
'0:02.672',110.665
'0:02.676',109.632
'0:02.680',108.772
'0:02.684',107.739
'0:02.688',107.395
'0:02.692',106.878
'0:02.696',107.051
'0:02.700',106.534
'0:02.704',106.362
'0:02.708',106.706
'0:02.712',106.878
'0:02.716',107.051
'0:02.720',107.739
'0:02.724',107.739
'0:02.728',108.427
'0:02.732',108.944
'0:02.736',109.288
'0:02.740',109.632
'0:02.744',110.148
'0:02.748',110.493
'0:02.752',110.837
'0:02.756',111.181
'0:02.760',111.181
'0:02.764',111.525
'0:02.768',111.525
'0:02.772',111.697
'0:02.776',111.697
'0:02.780',111.697
'0:02.784',111.353
'0:02.788',111.181
'0:02.792',110.837
'0:02.796',110.493
'0:02.800',110.148
'0:02.804',109.460
'0:02.808',109.804
'0:02.812',108.599
'0:02.816',108.255
'0:02.820',107.739
'0:02.824',107.223
'0:02.828',106.706
'0:02.832',105.674
'0:02.836',105.329
'0:02.840',104.813
'0:02.844',103.608
'0:02.848',103.608
'0:02.852',102.920
'0:02.856',102.059
'0:02.860',101.543
'0:02.864',100.855
'0:02.868',100.338
'0:02.872',99.994
'0:02.876',99.306
'0:02.880',98.445
'0:02.884',98.101
'0:02.888',97.413
'0:02.892',97.413
'0:02.896',96.724
'0:02.900',96.208
'0:02.904',95.864
'0:02.908',95.347
'0:02.912',94.831
'0:02.916',94.315
'0:02.920',93.970
'0:02.924',93.626
'0:02.928',93.110
'0:02.932',92.766
'0:02.936',92.594
'0:02.940',91.733
'0:02.944',91.389
'0:02.948',91.389
'0:02.952',90.700
'0:02.956',90.528
'0:02.960',90.012
'0:02.964',89.840
'0:02.968',89.840
'0:02.972',89.151
'0:02.976',89.151
'0:02.980',88.807
'0:02.984',88.463
'0:02.988',88.291
'0:02.992',88.291
'0:02.996',88.119
'0:03.000',87.947
'0:03.004',87.775
'0:03.008',87.775
'0:03.012',87.602
'0:03.016',87.602
'0:03.020',87.086
'0:03.024',87.086
'0:03.028',87.086
'0:03.032',86.742
'0:03.036',86.914
'0:03.040',86.914
'0:03.044',86.570
'0:03.048',86.570
'0:03.052',86.398
'0:03.056',86.570
'0:03.060',86.398
'0:03.064',86.226
'0:03.068',86.398
'0:03.072',86.053
'0:03.076',86.053
'0:03.080',85.709
'0:03.084',85.365
'0:03.088',85.537
'0:03.092',85.537
'0:03.096',85.193
'0:03.100',84.849
'0:03.104',84.505
'0:03.108',84.677
'0:03.112',84.332
'0:03.116',83.816
'0:03.120',83.644
'0:03.124',83.128
'0:03.128',82.783
'0:03.132',82.439
'0:03.136',82.267
'0:03.140',81.923
'0:03.144',81.579
'0:03.148',81.751
'0:03.152',81.579
'0:03.156',81.062
'0:03.160',80.890
'0:03.164',81.234
'0:03.168',81.062
'0:03.172',81.579
'0:03.176',81.923
'0:03.180',82.956
'0:03.184',84.332
'0:03.188',85.709
'0:03.192',87.430
'0:03.196',90.528
'0:03.200',93.110
'0:03.204',96.208
'0:03.208',99.994
'0:03.212',103.953
'0:03.216',107.739
'0:03.220',112.558
'0:03.224',117.205
'0:03.228',121.852
'0:03.232',126.843
'0:03.236',131.490
'0:03.240',136.137
'0:03.244',140.611
'0:03.248',144.914
'0:03.252',148.873
'0:03.256',152.487
'0:03.260',155.585
'0:03.264',157.994
'0:03.268',160.576
'0:03.272',162.125
'0:03.276',164.018
'0:03.280',164.534
'0:03.284',164.878
'0:03.288',164.878
'0:03.292',164.706
'0:03.296',163.674
'0:03.300',162.125
'0:03.304',161.436
'0:03.308',159.715
'0:03.312',158.166
'0:03.316',156.617
'0:03.320',154.896
'0:03.324',153.175
'0:03.328',151.454
'0:03.332',149.733
'0:03.336',148.356
'0:03.340',146.463
'0:03.344',145.258
'0:03.348',143.881
'0:03.352',142.332
'0:03.356',141.300
'0:03.360',140.095
'0:03.364',139.235
'0:03.368',138.202
'0:03.372',137.341
'0:03.376',136.309
'0:03.380',135.620
'0:03.384',135.276
'0:03.388',134.416
'0:03.392',133.899
'0:03.396',133.211
'0:03.400',132.694
'0:03.404',132.522
'0:03.408',131.834
'0:03.412',131.318
'0:03.416',130.801
'0:03.420',129.941
'0:03.424',129.424
'0:03.428',128.392
'0:03.432',127.703
'0:03.436',126.843
'0:03.440',125.638
'0:03.444',124.261
'0:03.448',123.056
'0:03.452',121.508
'0:03.456',119.959
'0:03.460',118.065
'0:03.464',116.689
'0:03.468',115.312
'0:03.472',113.935
'0:03.476',112.558
'0:03.480',111.353
'0:03.484',109.976
'0:03.488',108.944
'0:03.492',108.255
'0:03.496',107.395
'0:03.500',106.534
'0:03.504',106.362
'0:03.508',106.190
'0:03.512',106.190
'0:03.516',105.846
'0:03.520',106.018
'0:03.524',106.362
'0:03.528',106.362
'0:03.532',106.706
'0:03.536',107.223
'0:03.540',107.739
'0:03.544',107.911
'0:03.548',108.427
'0:03.552',109.116
'0:03.556',109.460
'0:03.560',109.804
'0:03.564',109.976
'0:03.568',110.493
'0:03.572',110.665
'0:03.576',111.009
'0:03.580',111.009
'0:03.584',110.837
'0:03.588',111.009
'0:03.592',111.009
'0:03.596',110.493
'0:03.600',110.321
'0:03.604',109.976
'0:03.608',109.976
'0:03.612',109.116
'0:03.616',108.944
'0:03.620',108.599
'0:03.624',108.083
'0:03.628',107.223
'0:03.632',107.051
'0:03.636',106.190
'0:03.640',105.674
'0:03.644',104.813
'0:03.648',104.469
'0:03.652',103.608
'0:03.656',103.092
'0:03.660',102.748
'0:03.664',102.232
'0:03.668',101.543
'0:03.672',100.855
'0:03.676',100.338
'0:03.680',99.994
'0:03.684',99.306
'0:03.688',98.789
'0:03.692',98.101
'0:03.696',97.757
'0:03.700',97.068
'0:03.704',96.380
'0:03.708',96.208
'0:03.712',95.519
'0:03.716',95.003
'0:03.720',94.831
'0:03.724',94.143
'0:03.728',93.626
'0:03.732',93.454
'0:03.736',93.110
'0:03.740',92.421
'0:03.744',91.905
'0:03.748',91.905
'0:03.752',91.217
'0:03.756',91.045
'0:03.760',90.528
'0:03.764',90.184
'0:03.768',90.012
'0:03.772',89.324
'0:03.776',89.151
'0:03.780',89.151
'0:03.784',88.463
'0:03.788',88.291
'0:03.792',88.119
'0:03.796',87.947
'0:03.800',87.775
'0:03.804',87.602
'0:03.808',87.258
'0:03.812',87.086
'0:03.816',86.914
'0:03.820',87.086
'0:03.824',86.742
'0:03.828',86.742
'0:03.832',86.398
'0:03.836',86.398
'0:03.840',86.398
'0:03.844',86.053
'0:03.848',86.053
'0:03.852',86.053
'0:03.856',85.881
'0:03.860',85.881
'0:03.864',85.709
'0:03.868',85.537
'0:03.872',85.365
'0:03.876',85.537
'0:03.880',85.193
'0:03.884',85.021
'0:03.888',85.021
'0:03.892',85.193
'0:03.896',84.677
'0:03.900',84.849
'0:03.904',84.849
'0:03.908',84.332
'0:03.912',83.988
'0:03.916',83.644
'0:03.920',83.816
'0:03.924',83.300
'0:03.928',82.956
'0:03.932',82.956
'0:03.936',83.128
'0:03.940',82.095
'0:03.944',81.751
'0:03.948',81.579
'0:03.952',80.890
'0:03.956',81.234
'0:03.960',80.890
'0:03.964',80.546
'0:03.968',80.202
'0:03.972',80.202
'0:03.976',80.202
'0:03.980',80.030
'0:03.984',80.202
'0:03.988',80.374
'0:03.992',81.234
'0:03.996',81.923
'0:04.000',83.300
'0:04.004',85.021
'0:04.008',87.430
'0:04.012',89.840
'0:04.016',92.938
'0:04.020',95.864
'0:04.024',99.994
'0:04.028',103.781
'0:04.032',108.599
'0:04.036',113.074
'0:04.040',117.721
'0:04.044',122.540
'0:04.048',127.531
'0:04.052',132.522
'0:04.056',137.341
'0:04.060',141.988
'0:04.064',146.119
'0:04.068',150.077
'0:04.072',153.347
'0:04.076',156.617
'0:04.080',159.543
'0:04.084',161.436
'0:04.088',162.813
'0:04.092',163.846
'0:04.096',164.190
'0:04.100',164.534
'0:04.104',164.190
'0:04.108',163.502
'0:04.112',162.125
'0:04.116',161.264
'0:04.120',159.543
'0:04.124',157.994
'0:04.128',155.929
'0:04.132',154.208
'0:04.136',152.487
'0:04.140',150.766
'0:04.144',148.700
'0:04.148',147.324
'0:04.152',145.430
'0:04.156',143.881
'0:04.160',142.505
'0:04.164',141.128
'0:04.168',139.751
'0:04.172',138.374
'0:04.176',137.341
'0:04.180',136.137
'0:04.184',135.104
'0:04.188',134.588
'0:04.192',133.899
'0:04.196',132.867
'0:04.200',132.178
'0:04.204',131.490
'0:04.208',131.146
'0:04.212',130.457
'0:04.216',130.113
'0:04.220',129.769
'0:04.224',129.252
'0:04.228',128.392
'0:04.232',128.048
'0:04.236',127.531
'0:04.240',127.187
'0:04.244',126.327
'0:04.248',125.294
'0:04.252',124.261
'0:04.256',123.056
'0:04.260',121.680
'0:04.264',120.475
'0:04.268',118.754
'0:04.272',117.377
'0:04.276',116.000
'0:04.280',114.623
'0:04.284',112.902
'0:04.288',111.525
'0:04.292',110.493
'0:04.296',108.944
'0:04.300',108.083
'0:04.304',107.051
'0:04.308',106.706
'0:04.312',105.674
'0:04.316',105.329
'0:04.320',104.985
'0:04.324',104.985
'0:04.328',104.641
'0:04.332',104.813
'0:04.336',104.985
'0:04.340',104.985
'0:04.344',105.502
'0:04.348',105.846
'0:04.352',106.362
'0:04.356',107.051
'0:04.360',107.223
'0:04.364',107.567
'0:04.368',107.739
'0:04.372',108.083
'0:04.376',108.599
'0:04.380',109.116
'0:04.384',109.116
'0:04.388',109.288
'0:04.392',109.460
'0:04.396',109.288
'0:04.400',109.116
'0:04.404',109.460
'0:04.408',109.460
'0:04.412',108.772
'0:04.416',108.944
'0:04.420',108.427
'0:04.424',108.255
'0:04.428',107.567
'0:04.432',107.395
'0:04.436',106.706
'0:04.440',106.362
'0:04.444',105.674
'0:04.448',105.329
'0:04.452',104.297
'0:04.456',103.953
'0:04.460',103.436
'0:04.464',102.748
'0:04.468',102.059
'0:04.472',101.543
'0:04.476',100.855
'0:04.480',100.166
'0:04.484',99.478
'0:04.488',99.306
'0:04.492',98.617
'0:04.496',97.757
'0:04.500',97.068
'0:04.504',96.724
'0:04.508',96.380
'0:04.512',95.519
'0:04.516',95.003
'0:04.520',94.659
'0:04.524',94.315
'0:04.528',93.454
'0:04.532',93.282
'0:04.536',92.594
'0:04.540',92.249
'0:04.544',91.733
'0:04.548',91.217
'0:04.552',91.045
'0:04.556',90.700
'0:04.560',90.012
'0:04.564',89.840
'0:04.568',89.324
'0:04.572',89.324
'0:04.576',88.807
'0:04.580',88.463
'0:04.584',88.291
'0:04.588',87.775
'0:04.592',87.602
'0:04.596',87.258
'0:04.600',86.914
'0:04.604',86.570
'0:04.608',86.398
'0:04.612',86.226
'0:04.616',86.226
'0:04.620',85.881
'0:04.624',85.709
'0:04.628',85.709
'0:04.632',85.537
'0:04.636',85.365
'0:04.640',85.537
'0:04.644',85.537
'0:04.648',85.193
'0:04.652',84.849
'0:04.656',85.193
'0:04.660',84.505
'0:04.664',84.677
'0:04.668',84.677
'0:04.672',84.332
'0:04.676',84.849
'0:04.680',84.332
'0:04.684',84.160
'0:04.688',83.988
'0:04.692',83.988
'0:04.696',83.816
'0:04.700',83.644
'0:04.704',83.472
'0:04.708',83.472
'0:04.712',82.956
'0:04.716',82.956
'0:04.720',82.956
'0:04.724',82.783
'0:04.728',82.611
'0:04.732',82.267
'0:04.736',81.923
'0:04.740',81.579
'0:04.744',81.407
'0:04.748',80.890
'0:04.752',80.546
'0:04.756',80.202
'0:04.760',80.202
'0:04.764',80.030
'0:04.768',79.513
'0:04.772',79.686
'0:04.776',79.341
'0:04.780',79.341
'0:04.784',79.169
'0:04.788',79.169
'0:04.792',79.513
'0:04.796',79.858
'0:04.800',80.890
'0:04.804',82.095
'0:04.808',83.300
'0:04.812',85.193
'0:04.816',88.119
'0:04.820',90.700
'0:04.824',93.798
'0:04.828',97.413
'0:04.832',101.543
'0:04.836',105.502
'0:04.840',110.321
'0:04.844',114.623
'0:04.848',120.131
'0:04.852',124.605
'0:04.856',129.769
'0:04.860',134.416
'0:04.864',139.062
'0:04.868',143.193
'0:04.872',147.151
'0:04.876',151.110
'0:04.880',154.208
'0:04.884',156.789
'0:04.888',158.855
'0:04.892',160.576
'0:04.896',161.608
'0:04.900',162.469
'0:04.904',162.641
'0:04.908',162.297
'0:04.912',161.436
'0:04.916',160.576
'0:04.920',159.371
'0:04.924',157.994
'0:04.928',156.273
'0:04.932',154.552
'0:04.936',153.175
'0:04.940',150.938
'0:04.944',149.217
'0:04.948',147.324
'0:04.952',145.602
'0:04.956',143.881
'0:04.960',142.160
'0:04.964',140.783
'0:04.968',139.407
'0:04.972',137.858
'0:04.976',136.653
'0:04.980',135.620
'0:04.984',134.588
'0:04.988',133.555
'0:04.992',132.694
'0:04.996',131.834
'0:05.000',131.146
'0:05.004',130.457
'0:05.008',129.941
'0:05.012',129.080
'0:05.016',128.736
'0:05.020',127.703
'0:05.024',127.359
'0:05.028',127.015
'0:05.032',126.671
'0:05.036',125.810
'0:05.040',125.122
'0:05.044',124.261
'0:05.048',123.573
'0:05.052',122.712
'0:05.056',122.196
'0:05.060',120.647
'0:05.064',119.098
'0:05.068',117.893
'0:05.072',116.344
'0:05.076',115.140
'0:05.080',113.763
'0:05.084',112.214
